source,disease,symptoms,description,text
Orphanet,Carnitine palmitoyltransferase II deficiency,"Muscle weakness, Myalgia, Reduced carnitine O-palmitoyltransferase activity, Myoglobinuria, Hyperlipidemia, Myopathy, Elevated circulating creatine kinase concentration, Exercise intolerance, Exercise-induced myalgia, Decreased plasma free carnitine",Rare disease with 42 known phenotypic features,"Disease: Carnitine palmitoyltransferase II deficiency | Symptoms: Muscle weakness, Myalgia, Reduced carnitine O-palmitoyltransferase activity, Myoglobinuria, Hyperlipidemia, Myopathy, Elevated circulating creatine kinase concentration, Exercise intolerance, Exercise-induced myalgia, Decreased plasma free carnitine | Description: Rare disease with 42 known phenotypic features | Source: Orphanet"
Orphanet,Bloom syndrome,"Growth delay, Intrauterine growth retardation, Small for gestational age, Abnormality of the immune system, Decreased circulating antibody level, Severe postnatal growth retardation, Adipose tissue loss, Malar flattening, Narrow face, Retrognathia",Rare disease with 67 known phenotypic features,"Disease: Bloom syndrome | Symptoms: Growth delay, Intrauterine growth retardation, Small for gestational age, Abnormality of the immune system, Decreased circulating antibody level, Severe postnatal growth retardation, Adipose tissue loss, Malar flattening, Narrow face, Retrognathia | Description: Rare disease with 67 known phenotypic features | Source: Orphanet"
Orphanet,"Carnitine palmitoyl transferase II deficiency, severe infantile form","Elevated circulating hepatic transaminase concentration, Rhabdomyolysis, Hypoglycemic encephalopathy, Arrhythmia, Reduced carnitine O-palmitoyltransferase activity, Muscle weakness, Headache, Episodic abdominal pain, Myoglobinuria, Myopathy",Rare disease with 29 known phenotypic features,"Disease: Carnitine palmitoyl transferase II deficiency, severe infantile form | Symptoms: Elevated circulating hepatic transaminase concentration, Rhabdomyolysis, Hypoglycemic encephalopathy, Arrhythmia, Reduced carnitine O-palmitoyltransferase activity, Muscle weakness, Headache, Episodic abdominal pain, Myoglobinuria, Myopathy | Description: Rare disease with 29 known phenotypic features | Source: Orphanet"
Orphanet,Zygomycosis,"Sinusitis, Fever, Fatigue, Pain, Cough, Unusual skin infection, Visual loss, Blurred vision, Periorbital fullness, Diabetes mellitus",Rare disease with 76 known phenotypic features,"Disease: Zygomycosis | Symptoms: Sinusitis, Fever, Fatigue, Pain, Cough, Unusual skin infection, Visual loss, Blurred vision, Periorbital fullness, Diabetes mellitus | Description: Rare disease with 76 known phenotypic features | Source: Orphanet"
Orphanet,Staphylococcal necrotizing pneumonia,"Hypoxemia, Nonproductive cough, Bacteremia, Parenchymal consolidation, Increased circulating procalcitonin concentration, Chest pain, Lethargy, Confusion, Leukopenia, Hemoptysis",Rare disease with 38 known phenotypic features,"Disease: Staphylococcal necrotizing pneumonia | Symptoms: Hypoxemia, Nonproductive cough, Bacteremia, Parenchymal consolidation, Increased circulating procalcitonin concentration, Chest pain, Lethargy, Confusion, Leukopenia, Hemoptysis | Description: Rare disease with 38 known phenotypic features | Source: Orphanet"
Orphanet,Boutonneuse fever,"Skin rash, Fever, Abnormality of the skin of the palm, Abnormality of the plantar skin of foot, Renal insufficiency, Thrombocytopenia, Headache, Lymphadenopathy, Arthralgia, Elevated circulating hepatic transaminase concentration",Rare disease with 26 known phenotypic features,"Disease: Boutonneuse fever | Symptoms: Skin rash, Fever, Abnormality of the skin of the palm, Abnormality of the plantar skin of foot, Renal insufficiency, Thrombocytopenia, Headache, Lymphadenopathy, Arthralgia, Elevated circulating hepatic transaminase concentration | Description: Rare disease with 26 known phenotypic features | Source: Orphanet"
Orphanet,Japanese encephalitis,"Fever, EEG abnormality, Infectious encephalitis, Facial grimacing, Mask-like facies, Vomiting, Anorexia, Bilateral tonic-clonic seizure, Headache, Cogwheel rigidity",Rare disease with 82 known phenotypic features,"Disease: Japanese encephalitis | Symptoms: Fever, EEG abnormality, Infectious encephalitis, Facial grimacing, Mask-like facies, Vomiting, Anorexia, Bilateral tonic-clonic seizure, Headache, Cogwheel rigidity | Description: Rare disease with 82 known phenotypic features | Source: Orphanet"
Orphanet,Congenital stationary night blindness,"Myopia, Nyctalopia, Reduced visual acuity, Abnormal dark-adapted electroretinogram, Strabismus, Nystagmus, Congenital stationary night blindness with normal fundus, Congenital stationary night blindness with abnormal fundus, Hypermetropia, Electronegative electroretinogram",Rare disease with 15 known phenotypic features,"Disease: Congenital stationary night blindness | Symptoms: Myopia, Nyctalopia, Reduced visual acuity, Abnormal dark-adapted electroretinogram, Strabismus, Nystagmus, Congenital stationary night blindness with normal fundus, Congenital stationary night blindness with abnormal fundus, Hypermetropia, Electronegative electroretinogram | Description: Rare disease with 15 known phenotypic features | Source: Orphanet"
Orphanet,Multiple endocrine neoplasia type 2,"Kyphoscoliosis, Paraganglioma of head and neck, Neoplasm of the liver, Parathyroid adenoma, Hypercalcemia, Elevated circulating parathyroid hormone level, Abdominal distention, Hyperlordosis, Primary hyperparathyroidism, Neoplasm of the skeletal system",Rare disease with 48 known phenotypic features,"Disease: Multiple endocrine neoplasia type 2 | Symptoms: Kyphoscoliosis, Paraganglioma of head and neck, Neoplasm of the liver, Parathyroid adenoma, Hypercalcemia, Elevated circulating parathyroid hormone level, Abdominal distention, Hyperlordosis, Primary hyperparathyroidism, Neoplasm of the skeletal system | Description: Rare disease with 48 known phenotypic features | Source: Orphanet"
Orphanet,Pearson syndrome,"Median cleft palate, Increased CSF lactate, Postnatal growth retardation, Corneal stromal edema, Proteinuria, Hearing impairment, Ptosis, Cataract, Pigmentary retinopathy, Ophthalmoplegia",Rare disease with 70 known phenotypic features,"Disease: Pearson syndrome | Symptoms: Median cleft palate, Increased CSF lactate, Postnatal growth retardation, Corneal stromal edema, Proteinuria, Hearing impairment, Ptosis, Cataract, Pigmentary retinopathy, Ophthalmoplegia | Description: Rare disease with 70 known phenotypic features | Source: Orphanet"
Orphanet,Li-Fraumeni syndrome,"Neoplasm, Breast carcinoma, Leukemia, Lymphoma, Osteosarcoma, Rhabdomyosarcoma, Ependymoma, Adrenocortical carcinoma, Neoplasm of the gastrointestinal tract, Astrocytoma",Rare disease with 35 known phenotypic features,"Disease: Li-Fraumeni syndrome | Symptoms: Neoplasm, Breast carcinoma, Leukemia, Lymphoma, Osteosarcoma, Rhabdomyosarcoma, Ependymoma, Adrenocortical carcinoma, Neoplasm of the gastrointestinal tract, Astrocytoma | Description: Rare disease with 35 known phenotypic features | Source: Orphanet"
Orphanet,Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy,"Leukoencephalopathy, Abnormal cerebral white matter morphology, Lacunar stroke, Multifocal hyperintensity of cerebral white matter on MRI, Emotional lability, Apathy, Stroke, Migraine, Migraine with aura, Transient ischemic attack",Rare disease with 40 known phenotypic features,"Disease: Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy | Symptoms: Leukoencephalopathy, Abnormal cerebral white matter morphology, Lacunar stroke, Multifocal hyperintensity of cerebral white matter on MRI, Emotional lability, Apathy, Stroke, Migraine, Migraine with aura, Transient ischemic attack | Description: Rare disease with 40 known phenotypic features | Source: Orphanet"
Orphanet,Familial or sporadic hemiplegic migraine,"Focal manual automatism seizure, Focal pedal automatism seizure, CSF lymphocytic pleiocytosis, Tinnitus, Coma, Cerebellar atrophy, Hemiplegia, Aphasia, Language impairment, Facial paralysis",Rare disease with 51 known phenotypic features,"Disease: Familial or sporadic hemiplegic migraine | Symptoms: Focal manual automatism seizure, Focal pedal automatism seizure, CSF lymphocytic pleiocytosis, Tinnitus, Coma, Cerebellar atrophy, Hemiplegia, Aphasia, Language impairment, Facial paralysis | Description: Rare disease with 51 known phenotypic features | Source: Orphanet"
Orphanet,Alström syndrome,"Restrictive ventilatory defect, Polyphagia, Recurrent upper respiratory tract infections, Kyphosis, Elevated circulating hepatic transaminase concentration, Thoracic scoliosis, Somatic sensory dysfunction, Hyperostosis frontalis interna, Chronic bronchitis, Lumbar scoliosis",Rare disease with 117 known phenotypic features,"Disease: Alström syndrome | Symptoms: Restrictive ventilatory defect, Polyphagia, Recurrent upper respiratory tract infections, Kyphosis, Elevated circulating hepatic transaminase concentration, Thoracic scoliosis, Somatic sensory dysfunction, Hyperostosis frontalis interna, Chronic bronchitis, Lumbar scoliosis | Description: Rare disease with 117 known phenotypic features | Source: Orphanet"
Orphanet,Autosomal recessive cerebelloparenchymal disorder type 3,"Gaze-evoked nystagmus, Delayed speech and language development, Intellectual disability, Ataxia, Dysarthria, Global developmental delay, Dysmetria, Gait ataxia, Delayed ability to walk, Oculomotor apraxia",Rare disease with 29 known phenotypic features,"Disease: Autosomal recessive cerebelloparenchymal disorder type 3 | Symptoms: Gaze-evoked nystagmus, Delayed speech and language development, Intellectual disability, Ataxia, Dysarthria, Global developmental delay, Dysmetria, Gait ataxia, Delayed ability to walk, Oculomotor apraxia | Description: Rare disease with 29 known phenotypic features | Source: Orphanet"
Orphanet,Fusariosis,"Positive blood 1,3 beta glucan test, Sinusitis, Decreased total neutrophil count, Fever, Pneumonia, Immunodeficiency, Regional abnormality of skin, Onychomycosis, Invasive fungal infection, Subcutaneous nodule",Rare disease with 47 known phenotypic features,"Disease: Fusariosis | Symptoms: Positive blood 1,3 beta glucan test, Sinusitis, Decreased total neutrophil count, Fever, Pneumonia, Immunodeficiency, Regional abnormality of skin, Onychomycosis, Invasive fungal infection, Subcutaneous nodule | Description: Rare disease with 47 known phenotypic features | Source: Orphanet"
Orphanet,Coccidioidomycosis,"Fever, Pneumonia, Immunodeficiency, Increased circulating IgG level, Increased circulating IgM level, Abnormality of the nervous system, Atypical scarring of skin, Skin rash, Pruritus, Arthritis",Rare disease with 76 known phenotypic features,"Disease: Coccidioidomycosis | Symptoms: Fever, Pneumonia, Immunodeficiency, Increased circulating IgG level, Increased circulating IgM level, Abnormality of the nervous system, Atypical scarring of skin, Skin rash, Pruritus, Arthritis | Description: Rare disease with 76 known phenotypic features | Source: Orphanet"
Orphanet,Pulmonary non-tuberculous mycobacterial infection,"Elevated erythrocyte sedimentation rate, Bronchiectasis, Cough, Asthenia, Pulmonary opacity, Abnormal sputum, Pericardial effusion, Weight loss, Fever, Diarrhea",Rare disease with 21 known phenotypic features,"Disease: Pulmonary non-tuberculous mycobacterial infection | Symptoms: Elevated erythrocyte sedimentation rate, Bronchiectasis, Cough, Asthenia, Pulmonary opacity, Abnormal sputum, Pericardial effusion, Weight loss, Fever, Diarrhea | Description: Rare disease with 21 known phenotypic features | Source: Orphanet"
Orphanet,Self-limited neonatal epilepsy,"Focal clonic seizure, Focal-onset seizure, Focal tonic seizure, Focal EEG discharges with secondary generalization, Neonatal seizure, Apnea, Clonus, Generalized tonic seizure, Focal autonomic seizure, Circumoral cyanosis",Rare disease with 17 known phenotypic features,"Disease: Self-limited neonatal epilepsy | Symptoms: Focal clonic seizure, Focal-onset seizure, Focal tonic seizure, Focal EEG discharges with secondary generalization, Neonatal seizure, Apnea, Clonus, Generalized tonic seizure, Focal autonomic seizure, Circumoral cyanosis | Description: Rare disease with 17 known phenotypic features | Source: Orphanet"
Orphanet,Pachyonychia congenita,"Palmoplantar keratoderma, Palmoplantar blistering, Onychogryposis of toenails, Nail dystrophy, Lower limb pain, Hyperplastic callus formation, Oral leukoplakia, Palmoplantar hyperhidrosis, Linear arrays of macular hyperkeratoses in flexural areas, Follicular hyperkeratosis",Rare disease with 27 known phenotypic features,"Disease: Pachyonychia congenita | Symptoms: Palmoplantar keratoderma, Palmoplantar blistering, Onychogryposis of toenails, Nail dystrophy, Lower limb pain, Hyperplastic callus formation, Oral leukoplakia, Palmoplantar hyperhidrosis, Linear arrays of macular hyperkeratoses in flexural areas, Follicular hyperkeratosis | Description: Rare disease with 27 known phenotypic features | Source: Orphanet"
